cuisine,id
japanese,39779
thai,33522
italian,498
mexican,45937
french,41501
mexican,44156
indian,5643
cajun_creole,35874
mexican,24413
mexican,47297
indian,10073
mexican,4798
cajun_creole,7802
french,3970
thai,24416
french,13072
cajun_creole,29046
french,12898
indian,24957
thai,18725
southern_us,46929
italian,23140
chinese,30516
vietnamese,34081
greek,12927
japanese,44088
italian,20785
southern_us,16672
italian,5400
italian,30322
italian,17272
italian,9797
mexican,14795
italian,7619
southern_us,42124
thai,23249
chinese,44158
southern_us,17462
italian,3580
mexican,9896
mexican,29669
japanese,30625
italian,7685
french,7632
korean,28349
thai,4510
brazilian,35383
italian,18569
french,11379
italian,9434
southern_us,37774
jamaican,33651
italian,47017
moroccan,31874
british,26733
thai,20962
italian,1467
indian,11173
spanish,12949
southern_us,11565
mexican,29756
italian,25577
chinese,36779
french,10974
southern_us,42163
french,15337
thai,23242
brazilian,7952
mexican,27424
southern_us,3816
italian,27190
french,43764
chinese,17714
mexican,30022
moroccan,33281
southern_us,43503
thai,27385
thai,2396
thai,25387
vietnamese,1017
chinese,18852
french,14861
french,47487
chinese,46015
italian,12684
southern_us,12588
thai,33061
italian,38952
indian,20915
greek,34732
southern_us,48656
mexican,38736
indian,20374
indian,18664
southern_us,15638
french,10458
cajun_creole,47980
spanish,43084
southern_us,4534
southern_us,26269
vietnamese,23498
southern_us,5053
italian,5010
mexican,49028
chinese,36714
mexican,21490
korean,8448
japanese,49408
italian,28982
vietnamese,20207
southern_us,37751
moroccan,42412
southern_us,47466
chinese,40672
mexican,47821
french,42090
jamaican,10019
southern_us,45793
mexican,32933
french,48283
greek,19798
mexican,41233
italian,37147
chinese,26516
french,4305
italian,30883
french,31677
southern_us,25378
chinese,40122
southern_us,20889
chinese,10994
italian,29311
southern_us,46431
thai,17648
chinese,32111
southern_us,15728
southern_us,16960
french,23535
mexican,29667
british,31729
italian,41910
french,13996
italian,21089
italian,32705
mexican,42847
mexican,26201
brazilian,26813
italian,32471
southern_us,44990
chinese,17237
japanese,39403
mexican,15652
italian,14568
mexican,44779
thai,37888
italian,9529
southern_us,20700
mexican,17741
southern_us,17475
mexican,12581
cajun_creole,5996
chinese,29042
irish,987
italian,39819
filipino,31679
moroccan,1150
mexican,39167
chinese,43037
italian,20071
french,43815
italian,31649
mexican,12218
chinese,32836
southern_us,18175
japanese,48197
vietnamese,31474
mexican,46428
mexican,25246
cajun_creole,2991
greek,38216
southern_us,14978
chinese,31085
japanese,34515
indian,6026
italian,19132
french,48775
italian,29309
italian,4033
indian,36462
chinese,13235
cajun_creole,17863
irish,25694
italian,24204
japanese,14541
chinese,13993
mexican,8996
southern_us,9943
irish,22707
french,35292
mexican,46886
greek,11566
british,8272
thai,30552
southern_us,21033
italian,42971
mexican,42275
russian,44059
spanish,44159
italian,48500
vietnamese,14617
indian,7867
cajun_creole,13913
jamaican,40684
french,49174
british,34772
italian,16738
thai,11353
chinese,17429
moroccan,6213
italian,26682
italian,42067
southern_us,45944
italian,43318
chinese,32084
italian,23806
southern_us,2721
french,6479
mexican,48519
mexican,12560
vietnamese,4171
greek,14434
italian,21159
italian,44745
mexican,12965
indian,39978
indian,32514
italian,1336
greek,48649
chinese,21591
italian,32813
chinese,5818
greek,39944
italian,33274
southern_us,13429
chinese,9739
indian,44031
italian,25007
moroccan,29143
southern_us,41309
thai,17675
italian,5570
italian,12206
italian,33553
thai,30898
french,23937
mexican,11454
greek,16091
cajun_creole,6058
thai,18720
jamaican,42018
mexican,3462
cajun_creole,19617
indian,18874
chinese,6416
thai,15063
chinese,46292
southern_us,38247
mexican,36427
italian,47417
mexican,4768
greek,11626
indian,21027
greek,22079
chinese,20527
southern_us,27846
chinese,16236
french,46145
thai,7761
spanish,34212
thai,17180
moroccan,4546
italian,44474
thai,37886
southern_us,17842
jamaican,27282
southern_us,979
french,6895
french,4150
mexican,32995
chinese,8444
mexican,13686
italian,8918
indian,17569
indian,19313
mexican,23833
italian,4623
french,18164
indian,45780
mexican,17994
indian,12268
thai,14368
indian,19242
indian,21658
french,32160
southern_us,20931
french,30800
thai,33829
japanese,29674
chinese,36367
greek,40547
southern_us,39583
cajun_creole,18638
mexican,10010
italian,7084
italian,30421
indian,24243
italian,38417
chinese,5183
southern_us,4522
italian,29727
southern_us,47928
chinese,11211
mexican,10117
mexican,26611
chinese,21852
italian,41769
mexican,16342
mexican,13694
thai,1173
thai,12257
indian,27392
chinese,20360
chinese,16090
chinese,31245
mexican,23411
french,46268
italian,45488
filipino,39708
thai,25281
mexican,9057
french,24917
southern_us,49532
italian,5491
italian,33378
italian,23340
cajun_creole,13456
indian,31952
mexican,39823
italian,445
mexican,28523
mexican,32201
jamaican,5612
italian,44099
italian,7608
french,30971
mexican,38223
greek,43482
chinese,36483
southern_us,9875
chinese,18378
mexican,9583
thai,13947
italian,8681
indian,46374
cajun_creole,47034
cajun_creole,45643
brazilian,5551
italian,23694
japanese,32724
southern_us,48999
greek,5952
mexican,36593
french,48894
mexican,27066
italian,9343
indian,35625
cajun_creole,22159
southern_us,39883
french,20939
southern_us,21471
french,2208
italian,38731
indian,10206
cajun_creole,425
indian,11081
thai,48333
chinese,46536
mexican,25686
italian,41323
french,30523
italian,29731
cajun_creole,23018
thai,43425
mexican,43325
italian,24159
chinese,2121
cajun_creole,15876
indian,11191
mexican,4338
southern_us,4072
french,29363
indian,29278
italian,4276
french,47413
italian,16670
greek,31767
vietnamese,37741
greek,45568
southern_us,13871
indian,15015
thai,1536
thai,1466
mexican,10405
italian,15963
italian,45075
italian,2588
italian,17070
thai,14012
southern_us,44422
southern_us,14609
mexican,46913
french,5710
french,16086
southern_us,48335
italian,41667
italian,20551
french,29812
vietnamese,32212
italian,18
japanese,14823
chinese,30464
greek,31748
mexican,8081
greek,2484
mexican,41751
italian,25020
mexican,6889
russian,37348
southern_us,27337
southern_us,21625
moroccan,43407
southern_us,737
french,42668
southern_us,36758
cajun_creole,3528
chinese,40542
chinese,8277
indian,22826
southern_us,16937
italian,8216
japanese,10738
mexican,11932
italian,21240
filipino,14296
italian,24128
southern_us,44718
southern_us,40317
italian,22385
southern_us,16417
southern_us,19098
mexican,36846
chinese,10401
southern_us,10602
italian,16051
french,25205
italian,45464
italian,8956
italian,23386
mexican,7691
mexican,21774
italian,49705
southern_us,34095
italian,40336
southern_us,44728
irish,10843
italian,21666
italian,44202
greek,17673
southern_us,34724
french,32367
japanese,14479
southern_us,46203
french,7485
japanese,24792
italian,37601
thai,11749
vietnamese,40459
italian,6034
southern_us,46184
chinese,8659
cajun_creole,28264
chinese,40788
mexican,25901
southern_us,6880
mexican,26443
southern_us,27597
italian,4679
mexican,27054
italian,33316
southern_us,28346
indian,46206
mexican,9856
thai,36740
mexican,38157
chinese,11701
italian,43877
chinese,21737
jamaican,17489
italian,5182
mexican,47765
chinese,36916
italian,21953
mexican,44316
vietnamese,37928
mexican,23423
italian,26636
italian,27428
italian,29136
chinese,45677
mexican,35525
cajun_creole,28707
chinese,4234
mexican,45606
cajun_creole,6646
chinese,1733
southern_us,31169
indian,45279
irish,14269
chinese,26266
italian,15973
mexican,15279
french,33120
indian,26073
mexican,25767
french,12044
italian,822
italian,13536
irish,1978
greek,3895
moroccan,8427
italian,16946
thai,9005
southern_us,42707
chinese,17931
italian,2110
japanese,21611
italian,48079
british,22441
italian,43783
southern_us,49514
indian,26278
indian,39096
french,36782
italian,31016
indian,41700
mexican,8046
moroccan,14017
southern_us,48126
italian,48972
indian,21200
italian,37825
mexican,24835
filipino,38205
italian,48460
filipino,29019
russian,18799
italian,23742
indian,30089
cajun_creole,1400
moroccan,7025
japanese,19873
mexican,29374
italian,45577
southern_us,46375
vietnamese,28377
chinese,39019
mexican,16754
cajun_creole,28648
southern_us,32006
chinese,49138
southern_us,14159
italian,33747
mexican,49510
filipino,2118
thai,14463
indian,12299
french,16115
italian,30854
southern_us,41412
chinese,36655
chinese,31595
italian,8225
southern_us,47650
mexican,40681
indian,43979
thai,7934
italian,45199
vietnamese,6851
italian,4006
vietnamese,610
italian,18142
italian,34363
mexican,30475
mexican,35246
southern_us,29020
southern_us,27993
southern_us,24921
italian,22164
southern_us,725
italian,34349
chinese,48655
french,46658
southern_us,28212
japanese,27714
italian,6049
italian,19836
italian,33934
indian,1338
russian,21498
italian,27005
korean,40168
southern_us,4877
thai,15415
chinese,5545
thai,20433
russian,11634
indian,25492
mexican,21017
mexican,22311
moroccan,17808
french,30869
southern_us,11794
italian,26414
thai,1450
indian,17605
chinese,19789
indian,25287
italian,526
cajun_creole,6426
thai,838
japanese,38921
mexican,43956
korean,16406
french,33285
thai,45131
indian,44192
indian,36629
filipino,23975
italian,46511
mexican,45907
southern_us,22734
italian,43589
italian,30287
italian,23900
mexican,11928
indian,16529
mexican,25626
mexican,12962
korean,19959
french,18195
southern_us,37128
cajun_creole,25730
french,40554
cajun_creole,34484
thai,17596
italian,47805
french,8438
french,31594
italian,2308
southern_us,40522
chinese,42693
indian,48848
cajun_creole,44560
southern_us,7700
cajun_creole,43908
southern_us,3930
italian,20940
italian,12360
russian,23094
greek,20327
indian,34630
mexican,41264
japanese,25085
irish,48479
mexican,31715
indian,29569
southern_us,39317
mexican,15719
mexican,4162
chinese,15001
indian,12123
indian,42748
british,41905
italian,4484
french,30867
mexican,17319
mexican,13081
mexican,11899
mexican,13374
chinese,27495
italian,18138
indian,14851
french,16111
mexican,23947
chinese,5970
southern_us,16594
british,5820
cajun_creole,28254
korean,10280
mexican,45113
mexican,26103
italian,14985
mexican,35731
mexican,30031
spanish,27627
mexican,43874
italian,14497
indian,45524
indian,42287
chinese,5922
british,25698
southern_us,19355
chinese,24250
japanese,11355
southern_us,40719
italian,17155
mexican,4387
vietnamese,21848
mexican,45934
mexican,14669
indian,7153
mexican,19848
mexican,7324
italian,11419
indian,42599
indian,30771
italian,28371
southern_us,33112
italian,49146
mexican,40340
italian,10502
southern_us,47056
indian,41269
thai,3350
thai,23684
mexican,20727
italian,23099
italian,49125
indian,24362
mexican,44077
brazilian,22428
mexican,34271
mexican,24892
italian,28073
italian,37462
french,12
italian,49513
italian,43115
southern_us,44461
mexican,41691
french,24331
french,34010
french,33379
italian,22653
italian,18136
filipino,47396
indian,373
mexican,28717
indian,41036
italian,23119
italian,22546
indian,29176
french,36192
italian,41978
indian,16397
french,22951
italian,35400
irish,18095
southern_us,12517
italian,37493
southern_us,3927
italian,1147
italian,1370
mexican,18935
thai,10993
mexican,4693
french,10439
southern_us,17130
italian,1815
mexican,871
cajun_creole,18587
italian,34251
chinese,12739
italian,36588
chinese,18833
mexican,47216
mexican,9988
filipino,31994
thai,47730
french,23665
southern_us,36099
italian,20308
british,36430
thai,19185
chinese,12413
chinese,35605
chinese,20708
cajun_creole,19801
italian,32603
italian,22243
southern_us,7244
southern_us,37724
mexican,22988
cajun_creole,41278
italian,2244
mexican,5
italian,32270
thai,7837
brazilian,28188
greek,41484
mexican,4767
mexican,13508
mexican,6806
thai,26307
italian,33387
french,9764
mexican,4815
chinese,42662
mexican,41477
mexican,6417
mexican,22285
italian,49476
korean,26084
filipino,44742
mexican,19022
italian,32578
italian,10514
spanish,13815
italian,19472
indian,7373
italian,23280
chinese,11559
japanese,12765
mexican,40511
cajun_creole,40858
southern_us,24236
chinese,16187
italian,42423
chinese,32296
mexican,44908
filipino,2833
southern_us,25142
italian,7268
southern_us,5582
mexican,25289
indian,2838
indian,10185
italian,45665
southern_us,38764
italian,33129
southern_us,18427
korean,15256
mexican,6477
mexican,30986
southern_us,25978
southern_us,5957
chinese,40329
italian,11071
chinese,48793
mexican,5115
mexican,40723
chinese,41245
mexican,6240
mexican,4699
spanish,13769
thai,33336
chinese,4811
mexican,18127
italian,42772
greek,45102
french,26926
chinese,47055
italian,15650
southern_us,26966
italian,45230
chinese,44400
indian,26203
mexican,21311
french,11945
irish,25732
french,39567
chinese,25575
indian,7211
mexican,13410
chinese,173
chinese,11563
japanese,38716
italian,32625
vietnamese,22638
italian,23818
filipino,8596
indian,27471
southern_us,28233
indian,47682
italian,20385
cajun_creole,12567
mexican,43903
southern_us,4925
mexican,7818
southern_us,35051
greek,4586
mexican,20743
chinese,16369
mexican,13883
thai,38849
italian,26017
italian,24719
greek,15767
italian,30007
cajun_creole,34297
italian,30597
mexican,25578
southern_us,41719
italian,23913
mexican,11153
indian,39196
mexican,7338
indian,21090
italian,25451
italian,5482
italian,23031
greek,15926
italian,28527
southern_us,40828
italian,42196
french,39387
indian,28870
italian,15503
italian,36678
italian,38576
chinese,16192
italian,25622
southern_us,12687
mexican,48280
french,47405
southern_us,15140
southern_us,20579
french,30880
indian,39040
cajun_creole,17487
mexican,3762
mexican,20910
mexican,19072
french,39412
japanese,28679
korean,7314
moroccan,34143
southern_us,5594
southern_us,24503
japanese,28432
southern_us,21054
italian,11965
chinese,30692
italian,9901
italian,37008
french,25505
french,10740
vietnamese,21791
chinese,5539
italian,19680
thai,24129
mexican,8351
italian,12701
chinese,12042
indian,26441
chinese,21399
moroccan,43615
mexican,12283
southern_us,32715
southern_us,24499
japanese,9035
southern_us,22563
southern_us,28467
chinese,41765
chinese,38064
french,31087
mexican,23005
greek,25806
greek,37930
japanese,10879
southern_us,40080
greek,11216
french,42099
italian,27377
mexican,4453
southern_us,9001
greek,27383
indian,18472
irish,22313
thai,31709
italian,38931
vietnamese,5261
chinese,17530
italian,19071
southern_us,42108
chinese,7099
mexican,10678
spanish,226
mexican,16283
italian,42538
chinese,7991
southern_us,6127
southern_us,16011
vietnamese,5664
italian,19882
moroccan,48540
indian,45897
french,46935
southern_us,738
chinese,25990
french,15397
southern_us,17496
italian,29458
japanese,31331
italian,17562
southern_us,12661
indian,35726
chinese,34728
italian,32619
filipino,14510
mexican,25391
mexican,34723
italian,28055
thai,15498
indian,42070
vietnamese,26506
indian,35888
filipino,40255
italian,2943
mexican,48785
moroccan,8979
mexican,27068
brazilian,19842
chinese,28677
spanish,27565
southern_us,35410
french,6149
indian,45188
southern_us,33341
chinese,15024
indian,35126
mexican,19020
italian,9491
spanish,40281
thai,34120
chinese,6504
italian,8285
italian,21811
italian,24014
mexican,5134
indian,7360
italian,47692
greek,41845
italian,34326
southern_us,19249
french,6843
indian,15897
moroccan,17032
greek,16293
korean,9128
indian,40249
mexican,33418
chinese,38161
chinese,24973
spanish,30725
french,46619
mexican,16252
cajun_creole,4516
italian,3652
moroccan,7704
japanese,18104
italian,39865
japanese,22207
cajun_creole,29362
british,40422
indian,5285
chinese,36114
french,26586
southern_us,49698
indian,27718
french,36219
italian,30609
mexican,44118
italian,30917
indian,37880
mexican,43301
chinese,21584
southern_us,8328
mexican,46508
mexican,31063
mexican,17264
mexican,586
vietnamese,19414
spanish,10375
italian,29177
italian,949
mexican,28118
southern_us,4160
italian,24882
mexican,13571
mexican,11532
italian,6928
italian,31998
vietnamese,22741
southern_us,13915
italian,48633
mexican,1011
russian,17649
indian,32786
italian,18615
italian,48257
mexican,11599
french,43063
chinese,14526
italian,37125
indian,8063
japanese,32934
southern_us,12139
chinese,33392
french,8538
cajun_creole,47527
thai,33955
mexican,8088
greek,33306
mexican,22004
mexican,49699
korean,45344
italian,8924
indian,8965
italian,37812
southern_us,26605
southern_us,1499
japanese,41392
cajun_creole,2338
italian,48685
mexican,39463
filipino,16150
italian,42577
french,761
indian,43360
mexican,47783
indian,20532
italian,11963
mexican,41456
southern_us,20446
russian,34645
french,4238
southern_us,49502
chinese,6451
korean,18981
indian,35385
italian,2459
italian,32884
italian,4809
italian,14992
japanese,36732
mexican,33064
italian,16264
korean,46857
mexican,7003
cajun_creole,20492
mexican,25654
thai,10849
indian,29207
southern_us,27412
cajun_creole,47264
chinese,24155
jamaican,49484
french,36541
mexican,49339
spanish,25840
french,14136
mexican,45538
mexican,31716
italian,35893
korean,20742
cajun_creole,1158
chinese,7742
mexican,14846
filipino,27770
japanese,41274
indian,43871
italian,24983
chinese,37305
italian,18545
moroccan,41013
italian,15782
italian,3892
italian,16005
mexican,38901
mexican,40350
thai,40268
chinese,11941
italian,32193
chinese,6438
french,28612
southern_us,34937
southern_us,18750
french,44983
italian,8662
italian,10026
southern_us,784
irish,28879
thai,5707
mexican,45299
italian,40004
mexican,7800
mexican,20166
italian,48006
french,20841
greek,23893
french,20164
mexican,45206
mexican,22864
italian,46996
british,16927
greek,678
mexican,1317
japanese,43897
mexican,24269
mexican,11316
chinese,1902
japanese,46191
thai,31549
mexican,22391
mexican,19490
mexican,8356
indian,45697
thai,47308
mexican,46898
indian,14830
french,3738
french,33149
french,36390
italian,10543
indian,22597
mexican,49045
thai,26531
italian,38356
southern_us,31739
chinese,28912
brazilian,42828
italian,3903
italian,44976
southern_us,28573
japanese,44215
indian,35636
mexican,10709
thai,44787
mexican,3263
cajun_creole,36111
southern_us,38476
cajun_creole,28105
cajun_creole,43568
mexican,6441
southern_us,45081
greek,8666
chinese,35983
southern_us,14186
southern_us,10143
french,2448
thai,26012
cajun_creole,48776
italian,39833
southern_us,12533
southern_us,13637
southern_us,5998
french,28339
southern_us,26881
southern_us,40945
thai,36422
italian,40041
cajun_creole,38541
cajun_creole,35240
mexican,44367
italian,18043
indian,35014
italian,30069
mexican,16713
chinese,12339
italian,12234
cajun_creole,12453
chinese,22609
southern_us,44725
thai,29732
southern_us,44392
indian,23798
mexican,24772
italian,12345
korean,23309
moroccan,40450
italian,28710
indian,8336
korean,3554
southern_us,5668
southern_us,34033
mexican,20513
greek,1130
mexican,30203
italian,46316
vietnamese,29023
thai,22289
italian,49330
moroccan,32512
indian,4554
italian,14947
mexican,33667
italian,49000
indian,31457
southern_us,46254
italian,37570
italian,5605
indian,24507
vietnamese,30816
mexican,32852
vietnamese,13107
southern_us,20463
french,85
mexican,27025
cajun_creole,40983
italian,20113
mexican,44284
southern_us,16999
korean,35662
italian,14382
japanese,40297
indian,32630
italian,7264
spanish,14867
southern_us,18802
indian,3985
french,35155
brazilian,17760
indian,14474
southern_us,28666
mexican,38277
indian,7931
indian,49649
mexican,8266
mexican,29725
chinese,20460
italian,4097
italian,44710
mexican,6344
indian,11194
italian,44716
chinese,34191
moroccan,39699
italian,14929
italian,47451
mexican,24368
mexican,884
italian,5137
french,38574
italian,48792
chinese,49132
cajun_creole,5669
chinese,37952
mexican,49298
southern_us,41405
french,34909
japanese,10767
italian,5721
indian,27292
chinese,18692
korean,27907
indian,45127
italian,33534
cajun_creole,26
thai,13068
mexican,45579
french,28956
indian,1201
mexican,43090
british,30197
italian,27762
italian,43057
southern_us,24887
cajun_creole,43916
vietnamese,544
southern_us,10438
indian,9331
mexican,649
moroccan,32577
italian,36873
thai,48446
mexican,28909
chinese,1999
italian,42137
vietnamese,48503
japanese,49033
italian,1053
southern_us,5535
chinese,21864
french,21042
indian,3321
italian,16337
vietnamese,22885
cajun_creole,4020
indian,41425
indian,2830
indian,26570
british,19943
japanese,17114
greek,6009
italian,43791
mexican,13681
japanese,11385
chinese,21875
chinese,32449
italian,3924
french,8799
vietnamese,1989
british,23288
french,23920
mexican,46349
cajun_creole,44238
japanese,31337
chinese,14492
greek,18368
cajun_creole,13781
chinese,42371
chinese,20640
southern_us,48955
mexican,46955
irish,30032
chinese,3103
mexican,19597
southern_us,23435
japanese,31446
korean,33791
mexican,23813
greek,14538
italian,35181
japanese,6246
mexican,40850
italian,32080
indian,781
indian,7679
italian,44640
greek,17645
japanese,12454
southern_us,28430
spanish,6876
italian,48868
cajun_creole,43333
french,9807
thai,27843
southern_us,45089
chinese,41811
mexican,28131
thai,23394
italian,29599
mexican,40086
italian,20013
filipino,18134
vietnamese,48291
indian,30903
greek,2777
french,3630
southern_us,37511
southern_us,26835
chinese,7201
italian,20442
southern_us,19136
mexican,40878
chinese,1177
cajun_creole,43121
southern_us,11307
indian,37617
japanese,25583
indian,27863
indian,17830
chinese,18267
cajun_creole,29923
italian,27827
mexican,4616
indian,9979
french,2878
vietnamese,40101
indian,13411
italian,9683
southern_us,48733
indian,27233
filipino,25926
southern_us,22098
cajun_creole,16095
italian,15839
italian,10882
southern_us,44004
korean,45224
southern_us,40285
mexican,20598
italian,19307
chinese,14899
russian,36512
italian,37453
italian,4319
french,28718
cajun_creole,44611
british,26031
italian,36988
japanese,24182
italian,4727
southern_us,25982
italian,9544
chinese,48030
italian,47789
italian,16245
italian,12440
italian,32989
cajun_creole,10582
southern_us,23028
italian,45653
italian,46888
mexican,20392
chinese,13453
moroccan,1300
british,29343
cajun_creole,27423
british,46977
chinese,27479
italian,37899
italian,21177
french,45590
southern_us,46775
indian,45416
indian,23039
italian,26308
cajun_creole,23306
japanese,42367
mexican,41379
french,16715
southern_us,33712
french,24136
italian,26094
filipino,2212
italian,19672
mexican,42872
indian,36661
greek,26319
italian,263
indian,13942
mexican,43311
southern_us,12743
mexican,7519
japanese,35601
french,44197
british,8617
italian,6573
mexican,13377
chinese,31725
korean,13042
southern_us,2701
indian,38137
mexican,11356
southern_us,3202
moroccan,15530
italian,18012
mexican,22683
brazilian,37199
italian,5169
mexican,43401
cajun_creole,7246
italian,36491
irish,40868
italian,8084
french,45914
southern_us,32344
southern_us,27508
indian,27323
italian,29576
mexican,13998
thai,28214
greek,2918
southern_us,19918
indian,44955
chinese,7007
russian,32164
chinese,20929
mexican,10380
indian,28015
filipino,24501
chinese,37257
mexican,17772
indian,7977
chinese,24949
italian,9467
mexican,18520
mexican,48539
mexican,11435
italian,44041
mexican,44022
mexican,19010
mexican,18395
southern_us,35008
mexican,45807
chinese,27065
thai,460
southern_us,22725
cajun_creole,32575
southern_us,10099
cajun_creole,9431
thai,9493
italian,30423
jamaican,11861
indian,22632
japanese,32893
cajun_creole,5868
mexican,3938
mexican,17724
southern_us,4075
indian,24174
italian,34798
japanese,9407
mexican,4008
mexican,6472
french,43384
chinese,47289
southern_us,27905
indian,9628
korean,41613
indian,8128
thai,33224
italian,21571
filipino,41246
mexican,48240
italian,46816
spanish,45778
italian,13798
italian,31606
italian,43293
italian,27725
southern_us,7614
italian,24798
mexican,16256
mexican,10296
mexican,46895
italian,18706
chinese,25895
indian,42986
southern_us,42194
indian,44727
mexican,2381
moroccan,7850
southern_us,21066
thai,1427
french,30832
chinese,44593
italian,35604
mexican,42802
indian,30307
japanese,8893
irish,43086
southern_us,278
italian,48861
moroccan,9641
french,18801
indian,13009
italian,42823
mexican,3954
southern_us,49035
vietnamese,34278
mexican,25941
mexican,38577
french,37973
italian,813
southern_us,29444
french,30058
southern_us,34601
italian,42370
greek,9228
southern_us,12638
french,37549
cajun_creole,19802
chinese,30931
chinese,22179
mexican,44664
indian,42631
thai,23407
vietnamese,30557
italian,28888
thai,326
mexican,47891
vietnamese,22600
cajun_creole,24737
cajun_creole,11278
italian,42285
indian,18700
italian,11577
italian,5218
irish,13220
indian,16992
chinese,22967
thai,16610
korean,46382
italian,28228
italian,18123
italian,25348
mexican,48051
thai,26379
cajun_creole,38821
chinese,44418
mexican,22932
italian,17089
korean,17307
italian,8828
southern_us,21515
mexican,41525
italian,18627
british,8423
italian,17848
southern_us,12762
mexican,2524
cajun_creole,15334
vietnamese,3322
moroccan,5367
brazilian,5255
moroccan,9150
italian,22599
mexican,7368
filipino,25212
italian,29633
mexican,26841
french,20127
mexican,4992
italian,35021
thai,47863
spanish,530
moroccan,1974
chinese,3006
chinese,23010
greek,21593
italian,11204
italian,3363
southern_us,33675
thai,38682
southern_us,46627
southern_us,12852
thai,37503
filipino,20805
mexican,18925
french,27954
mexican,20154
italian,11714
mexican,11134
french,29380
indian,19736
indian,10476
indian,4136
mexican,36681
southern_us,35006
moroccan,36876
irish,10774
indian,27429
french,9455
mexican,5774
italian,48634
moroccan,37245
chinese,17279
italian,9366
southern_us,26166
southern_us,5247
greek,41148
mexican,19055
french,2229
french,27352
french,24718
filipino,17647
mexican,21324
korean,4946
thai,21404
french,6849
french,4572
vietnamese,48468
italian,37152
thai,825
vietnamese,47537
french,5072
thai,18872
spanish,37657
southern_us,39345
thai,9604
italian,5363
italian,12065
french,12366
vietnamese,15642
indian,20213
southern_us,16381
mexican,25412
jamaican,34973
southern_us,13475
mexican,24334
mexican,4428
italian,7273
spanish,35903
italian,41592
french,44689
italian,42405
brazilian,6995
indian,2577
chinese,48095
southern_us,6623
japanese,22733
italian,36104
mexican,23779
indian,46697
southern_us,47965
french,17225
indian,37106
indian,12615
southern_us,36033
greek,45146
moroccan,45800
southern_us,30163
mexican,12660
southern_us,11490
chinese,40192
italian,21436
chinese,48613
mexican,1628
southern_us,19953
mexican,44451
mexican,45922
southern_us,4804
southern_us,1751
french,26520
southern_us,39367
korean,23616
southern_us,38862
southern_us,21414
greek,2452
italian,27591
vietnamese,14224
moroccan,36691
southern_us,15391
mexican,11104
italian,16206
italian,9156
mexican,16344
chinese,33295
italian,47513
southern_us,5352
italian,28741
indian,6847
thai,36463
italian,14838
italian,37311
thai,6347
french,47812
indian,34919
mexican,14812
mexican,11772
italian,44916
indian,2014
chinese,13041
spanish,40815
italian,32713
mexican,38272
chinese,30770
italian,22254
mexican,45828
southern_us,49113
mexican,37876
french,30219
mexican,3111
italian,33267
italian,35742
southern_us,15890
mexican,10968
italian,45879
italian,18676
italian,29425
italian,27055
italian,19485
southern_us,47644
mexican,1988
italian,21210
southern_us,3792
thai,9071
mexican,25703
mexican,25404
french,5791
southern_us,35221
indian,33813
mexican,21441
southern_us,10503
korean,17270
french,17560
indian,25735
japanese,34818
indian,2970
filipino,39582
mexican,22358
indian,2864
indian,15823
indian,31475
chinese,30636
japanese,28962
indian,45813
mexican,4000
chinese,35530
italian,974
cajun_creole,12382
italian,7347
italian,26496
mexican,33767
japanese,48412
mexican,40496
chinese,37961
chinese,6571
mexican,49304
mexican,34097
mexican,10646
chinese,44083
italian,48463
indian,1063
italian,30583
italian,26237
irish,8680
italian,32752
mexican,23273
chinese,5717
indian,2579
italian,45463
mexican,38241
mexican,30514
italian,13101
cajun_creole,19210
cajun_creole,26502
british,46982
italian,21905
cajun_creole,46699
indian,15406
mexican,45763
southern_us,721
southern_us,32708
mexican,38004
mexican,17682
chinese,46596
greek,48682
mexican,31605
cajun_creole,38031
french,18179
french,48663
italian,36353
southern_us,4550
southern_us,35488
mexican,33342
southern_us,25731
indian,48838
vietnamese,39653
thai,33286
italian,21344
french,37156
italian,20611
mexican,8869
italian,44038
southern_us,42754
russian,23823
french,13596
italian,45059
italian,46483
japanese,253
french,4053
italian,8559
italian,7844
southern_us,9188
chinese,32548
southern_us,26083
brazilian,20244
mexican,37673
jamaican,668
french,29434
brazilian,16805
mexican,45658
italian,47594
russian,7452
spanish,22645
mexican,42522
mexican,23363
french,35610
jamaican,37631
indian,8879
italian,38337
indian,19826
french,8844
moroccan,6484
southern_us,45118
indian,22731
chinese,20793
indian,16487
chinese,24490
mexican,15889
italian,22935
mexican,3143
mexican,48510
italian,35910
indian,17474
mexican,32396
french,24714
southern_us,36160
italian,20077
italian,28828
chinese,42205
mexican,36725
chinese,10316
italian,33623
mexican,39291
indian,49350
chinese,14699
italian,21702
mexican,41906
southern_us,4489
greek,24409
indian,29332
greek,8337
chinese,918
southern_us,12435
italian,48231
jamaican,28383
mexican,4545
italian,13102
mexican,33947
italian,24615
japanese,49589
italian,41481
mexican,38905
french,19812
italian,6160
southern_us,38993
mexican,34354
french,31246
japanese,35369
southern_us,21637
greek,49617
spanish,23003
italian,40683
southern_us,17920
southern_us,18021
chinese,46780
italian,1684
southern_us,1953
chinese,15537
mexican,2489
thai,34708
filipino,47554
mexican,30298
spanish,23459
cajun_creole,2593
southern_us,7216
mexican,35883
chinese,27039
mexican,47957
mexican,7815
italian,5270
mexican,10768
indian,29740
cajun_creole,3068
mexican,29535
mexican,7182
southern_us,7796
southern_us,41409
southern_us,39671
italian,28559
japanese,32146
italian,23439
italian,31391
